Lead_ID,Lead_Date,Region,City,Salesperson,Customer_Segment,Lead_Source,Lead_Quality_Score,Lead_Cost_INR,Follow_ups,Converted,Conversion_Date,Days_to_Convert,Lost_Reason
LEAD004863,2025-11-23,East,Bhubaneswar,Vikram Sen,Individual,Walk-in,72,55.43,3,Yes,2025-11-26,3,
LEAD004864,2025-11-23,South,Bengaluru,Isha Reddy,Individual,Walk-in,73,50.67,1,Yes,2025-12-01,8,
LEAD004865,2025-11-24,South,Chennai,Arjun Nair,Individual,Organic Search,71,87.70,2,No,,,No Response
LEAD004866,2025-11-24,East,Guwahati,Kavya Roy,SME,Google Ads,65,700.66,5,No,,,No Response
LEAD004867,2025-11-24,South,Bengaluru,Arjun Nair,Individual,Organic Search,71,102.18,4,No,,,No Response
LEAD004868,2025-11-24,West,Mumbai,Meera Joshi,Individual,Referral,84,107.80,2,Yes,2025-11-28,4,
LEAD004869,2025-11-24,West,Ahmedabad,Dev Patel,SME,Organic Search,75,98.74,1,No,,,Budget Delayed
LEAD004870,2025-11-24,South,Hyderabad,Arjun Nair,Individual,Walk-in,58,44.01,3,Yes,2025-11-27,3,
LEAD004871,2025-11-24,North,Jaipur,Karan Malhotra,Individual,Organic Search,48,83.69,5,No,,,Not Ready Yet
LEAD004872,2025-11-24,South,Hyderabad,Arjun Nair,SME,Corporate Outreach,44,269.65,5,No,,,Budget Delayed
LEAD004873,2025-11-24,West,Pune,Rohan Mehta,Individual,Organic Search,65,95.18,6,No,,,Not Ready Yet
LEAD004874,2025-11-25,North,Lucknow,Priya Verma,Individual,Google Ads,66,559.13,5,No,,,Budget Delayed
LEAD004875,2025-11-25,East,Kolkata,Vikram Sen,Individual,Marketplace,85,179.23,4,Yes,2025-12-02,7,
LEAD004876,2025-11-25,East,Bhubaneswar,Vikram Sen,SME,Marketplace,86,197.23,4,Yes,2025-11-27,2,
LEAD004877,2025-11-25,North,Delhi,Aarav Sharma,Individual,Marketplace,45,194.47,5,No,,,Not Ready Yet
LEAD004878,2025-11-25,South,Hyderabad,Arjun Nair,Individual,Google Ads,47,662.35,1,Yes,2025-12-19,24,
LEAD004879,2025-11-25,North,Lucknow,Karan Malhotra,SME,Google Ads,62,669.47,1,No,,,Not Ready Yet
LEAD004880,2025-11-25,West,Mumbai,Meera Joshi,Individual,Marketplace,59,212.71,4,Yes,2025-12-01,6,
LEAD004881,2025-11-25,West,Pune,Meera Joshi,Individual,Organic Search,65,80.16,2,Yes,2025-12-17,22,
LEAD004882,2025-11-25,South,Chennai,Sneha Rao,SME,Corporate Outreach,46,304.30,1,No,,,Price Too High
LEAD004883,2025-11-25,North,Delhi,Karan Malhotra,Individual,Marketplace,18,181.84,6,No,,,Competitor Chosen
LEAD004884,2025-11-25,West,Mumbai,Meera Joshi,Individual,Google Ads,60,545.60,2,No,,,Competitor Chosen
LEAD004885,2025-11-25,West,Ahmedabad,Rohan Mehta,SME,Marketplace,51,215.60,1,Yes,2025-12-05,10,
LEAD004886,2025-11-25,West,Pune,Meera Joshi,Individual,Paid Social,62,384.20,1,No,,,Competitor Chosen
LEAD004887,2025-11-25,North,Jaipur,Karan Malhotra,Individual,Paid Social,48,433.26,3,No,,,No Response
LEAD004888,2025-11-25,South,Hyderabad,Isha Reddy,SME,Marketplace,73,201.38,1,Yes,2025-12-01,6,
LEAD004889,2025-11-26,North,Jaipur,Priya Verma,Individual,Walk-in,64,45.79,1,Yes,2025-12-04,8,
LEAD004890,2025-11-26,South,Bengaluru,Sneha Rao,SME,Organic Search,62,79.61,4,Yes,2025-12-07,11,
LEAD004891,2025-11-26,South,Bengaluru,Isha Reddy,Individual,Google Ads,55,671.76,3,No,,,Budget Delayed
LEAD004892,2025-11-27,South,Hyderabad,Sneha Rao,SME,Marketplace,21,164.94,2,Yes,2025-12-11,14,
LEAD004893,2025-11-27,South,Chennai,Isha Reddy,Individual,Marketplace,50,164.40,2,Yes,2025-12-04,7,
LEAD004894,2025-11-27,West,Ahmedabad,Rohan Mehta,Individual,Walk-in,51,50.74,2,Yes,2025-12-08,11,
LEAD004895,2025-11-27,North,Lucknow,Karan Malhotra,SME,Referral,60,124.41,1,No,,,No Response
LEAD004896,2025-11-27,West,Pune,Meera Joshi,Individual,Google Ads,27,654.35,1,No,,,No Response
LEAD004897,2025-11-27,North,Delhi,Karan Malhotra,Individual,Walk-in,52,56.39,4,Yes,2025-12-09,12,
LEAD004898,2025-11-27,South,Chennai,Sneha Rao,Individual,Walk-in,51,47.94,3,No,,,No Response
LEAD004899,2025-11-27,South,Chennai,Sneha Rao,Individual,Marketplace,44,178.38,1,Yes,2025-11-28,1,
LEAD004900,2025-11-27,West,Mumbai,Dev Patel,Individual,Google Ads,48,550.27,1,Yes,2025-11-29,2,
LEAD004901,2025-11-27,North,Delhi,Karan Malhotra,Corporate,Organic Search,47,102.74,2,No,,,Price Too High
LEAD004902,2025-11-28,East,Guwahati,Vikram Sen,Individual,Paid Social,38,438.50,2,No,,,Price Too High
LEAD004903,2025-11-28,North,Lucknow,Aarav Sharma,SME,Organic Search,70,87.50,4,Yes,2025-12-15,17,
LEAD004904,2025-11-28,South,Hyderabad,Isha Reddy,Individual,Paid Social,49,414.28,2,No,,,Competitor Chosen
LEAD004905,2025-11-28,West,Mumbai,Dev Patel,Corporate,Referral,29,126.87,3,Yes,2025-12-20,22,
LEAD004906,2025-11-28,West,Pune,Rohan Mehta,Individual,Walk-in,32,44.62,1,Yes,2025-11-29,1,
LEAD004907,2025-11-28,North,Delhi,Aarav Sharma,Individual,Organic Search,62,87.00,3,Yes,2025-12-23,25,
LEAD004908,2025-11-28,South,Hyderabad,Arjun Nair,Individual,Google Ads,80,566.16,1,Yes,2025-12-09,11,
LEAD004909,2025-11-28,North,Jaipur,Aarav Sharma,Individual,Referral,64,102.68,6,No,,,No Response
LEAD004910,2025-11-28,South,Hyderabad,Sneha Rao,Individual,Google Ads,84,695.57,6,No,,,Budget Delayed
LEAD004911,2025-11-28,South,Hyderabad,Arjun Nair,SME,Google Ads,72,529.56,3,No,,,Budget Delayed
LEAD004912,2025-11-29,East,Guwahati,Kavya Roy,Individual,Paid Social,53,466.34,3,Yes,2025-12-18,19,
LEAD004913,2025-11-29,South,Chennai,Isha Reddy,Individual,Referral,27,115.97,6,No,,,No Response
LEAD004914,2025-11-29,South,Bengaluru,Sneha Rao,Individual,Referral,58,114.40,6,No,,,Price Too High
LEAD004915,2025-11-29,East,Bhubaneswar,Vikram Sen,Individual,Referral,65,130.35,1,No,,,No Response
LEAD004916,2025-11-29,East,Bhubaneswar,Vikram Sen,Individual,Organic Search,42,77.29,6,No,,,Price Too High
LEAD004917,2025-11-29,South,Hyderabad,Isha Reddy,SME,Organic Search,50,103.39,4,No,,,Competitor Chosen
LEAD004918,2025-11-29,South,Hyderabad,Isha Reddy,Individual,Walk-in,47,51.29,3,Yes,2025-12-04,5,
LEAD004919,2025-11-29,East,Bhubaneswar,Vikram Sen,SME,Corporate Outreach,71,291.17,4,No,,,No Response
LEAD004920,2025-11-29,West,Ahmedabad,Meera Joshi,Corporate,Corporate Outreach,82,306.44,5,No,,,No Response
LEAD004921,2025-11-29,South,Chennai,Sneha Rao,Individual,Marketplace,36,187.50,2,Yes,2025-12-01,2,
LEAD004922,2025-11-29,South,Bengaluru,Sneha Rao,Individual,Paid Social,35,474.74,3,No,,,Competitor Chosen
LEAD004923,2025-11-30,South,Bengaluru,Isha Reddy,Individual,Marketplace,48,179.42,3,No,,,Price Too High
LEAD004924,2025-11-30,East,Bhubaneswar,Kavya Roy,Individual,Paid Social,77,474.08,4,No,,,No Response
LEAD004925,2025-11-30,North,Delhi,Aarav Sharma,SME,Google Ads,45,604.96,5,No,,,No Response
LEAD004926,2025-11-30,South,Bengaluru,Arjun Nair,Individual,Organic Search,65,87.43,1,No,,,Price Too High
LEAD004927,2025-11-30,West,Pune,Meera Joshi,Corporate,Corporate Outreach,73,279.22,3,Yes,2026-01-08,39,
LEAD004928,2025-11-30,North,Delhi,Aarav Sharma,Individual,Walk-in,65,44.34,1,Yes,2025-12-02,2,
LEAD004929,2025-11-30,North,Delhi,Karan Malhotra,Individual,Referral,70,105.05,3,No,,,Price Too High
LEAD004930,2025-11-30,South,Bengaluru,Sneha Rao,Individual,Walk-in,38,57.43,1,Yes,2025-12-12,12,
LEAD004931,2025-12-01,South,Hyderabad,Sneha Rao,Corporate,Google Ads,56,539.60,1,No,,,Price Too High
LEAD004932,2025-12-01,North,Lucknow,Karan Malhotra,Individual,Marketplace,65,204.22,1,Yes,2025-12-02,1,
LEAD004933,2025-12-01,North,Delhi,Karan Malhotra,Individual,Google Ads,56,560.19,2,No,,,No Response
LEAD004934,2025-12-01,West,Pune,Rohan Mehta,Individual,Marketplace,67,184.21,3,Yes,2025-12-15,14,
LEAD004935,2025-12-01,West,Pune,Rohan Mehta,Individual,Referral,58,127.93,2,No,,,Competitor Chosen
LEAD004936,2025-12-01,West,Pune,Rohan Mehta,Individual,Paid Social,49,404.53,2,No,,,Budget Delayed
LEAD004937,2025-12-01,South,Hyderabad,Isha Reddy,Individual,Google Ads,72,564.41,6,No,,,Price Too High
LEAD004938,2025-12-01,West,Ahmedabad,Meera Joshi,Individual,Referral,53,112.03,3,Yes,2025-12-04,3,
LEAD004939,2025-12-02,East,Kolkata,Kavya Roy,Individual,Referral,55,112.66,3,No,,,Competitor Chosen
LEAD004940,2025-12-02,South,Chennai,Arjun Nair,SME,Paid Social,37,407.59,4,Yes,2025-12-13,11,
LEAD004941,2025-12-02,West,Ahmedabad,Dev Patel,Individual,Google Ads,39,687.73,5,No,,,Budget Delayed
LEAD004942,2025-12-02,North,Jaipur,Aarav Sharma,Corporate,Corporate Outreach,36,283.05,2,No,,,Competitor Chosen
LEAD004943,2025-12-02,West,Pune,Dev Patel,Individual,Google Ads,52,560.66,2,Yes,2025-12-08,6,
LEAD004944,2025-12-03,North,Delhi,Karan Malhotra,Individual,Referral,77,129.85,2,Yes,2025-12-09,6,
LEAD004945,2025-12-03,East,Bhubaneswar,Vikram Sen,Individual,Paid Social,54,432.03,4,No,,,Budget Delayed
LEAD004946,2025-12-03,West,Ahmedabad,Dev Patel,Individual,Walk-in,69,50.63,3,Yes,2025-12-13,10,
LEAD004947,2025-12-03,South,Chennai,Sneha Rao,Individual,Marketplace,70,217.73,4,No,,,Budget Delayed
LEAD004948,2025-12-03,North,Jaipur,Priya Verma,Individual,Paid Social,65,390.89,4,Yes,2025-12-21,18,
LEAD004949,2025-12-03,East,Guwahati,Vikram Sen,Individual,Paid Social,53,399.04,2,No,,,Price Too High
LEAD004950,2025-12-04,South,Chennai,Arjun Nair,Individual,Organic Search,44,103.24,3,Yes,2025-12-07,3,
LEAD004951,2025-12-04,East,Guwahati,Kavya Roy,Individual,Paid Social,52,453.59,6,No,,,No Response
LEAD004952,2025-12-04,West,Mumbai,Meera Joshi,Individual,Marketplace,69,206.15,2,Yes,2025-12-05,1,
LEAD004953,2025-12-04,West,Mumbai,Rohan Mehta,Individual,Organic Search,96,98.93,1,Yes,2025-12-27,23,
LEAD004954,2025-12-04,South,Bengaluru,Isha Reddy,Corporate,Corporate Outreach,30,278.57,6,No,,,Competitor Chosen
LEAD004955,2025-12-04,West,Pune,Dev Patel,Individual,Marketplace,81,174.86,3,No,,,No Response
LEAD004956,2025-12-04,North,Lucknow,Karan Malhotra,Individual,Walk-in,51,50.51,1,No,,,Price Too High
LEAD004957,2025-12-05,East,Bhubaneswar,Neha Das,SME,Organic Search,35,79.33,4,No,,,No Response
LEAD004958,2025-12-05,South,Hyderabad,Isha Reddy,SME,Organic Search,67,93.56,1,No,,,No Response
LEAD004959,2025-12-05,North,Jaipur,Karan Malhotra,SME,Google Ads,69,688.83,3,No,,,No Response
LEAD004960,2025-12-05,South,Chennai,Arjun Nair,Individual,Organic Search,76,77.11,6,No,,,Budget Delayed
LEAD004961,2025-12-05,North,Delhi,Priya Verma,Individual,Google Ads,45,692.52,1,Yes,2025-12-10,5,
LEAD004962,2025-12-05,West,Mumbai,Meera Joshi,Individual,Referral,69,130.28,1,Yes,2025-12-14,9,
LEAD004963,2025-12-05,West,Mumbai,Meera Joshi,Individual,Paid Social,72,386.88,2,No,,,Price Too High
LEAD004964,2025-12-05,North,Jaipur,Aarav Sharma,Individual,Referral,51,110.08,2,Yes,2025-12-06,1,
LEAD004965,2025-12-05,North,Jaipur,Aarav Sharma,SME,Walk-in,58,43.32,5,No,,,Competitor Chosen
LEAD004966,2025-12-05,South,Hyderabad,Sneha Rao,Individual,Google Ads,55,663.83,4,Yes,2025-12-14,9,
LEAD004967,2025-12-05,North,Lucknow,Karan Malhotra,Individual,Referral,69,134.71,6,No,,,Not Ready Yet
LEAD004968,2025-12-05,West,Ahmedabad,Dev Patel,Individual,Google Ads,46,552.69,5,No,,,No Response
LEAD004969,2025-12-06,North,Jaipur,Priya Verma,Individual,Referral,77,132.38,6,No,,,Competitor Chosen
LEAD004970,2025-12-06,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,67,437.97,4,Yes,2025-12-21,15,
LEAD004971,2025-12-06,East,Guwahati,Vikram Sen,Individual,Marketplace,28,163.73,5,No,,,No Response
LEAD004972,2025-12-06,South,Chennai,Isha Reddy,SME,Marketplace,42,194.94,3,No,,,Budget Delayed
LEAD004973,2025-12-06,North,Delhi,Aarav Sharma,Individual,Google Ads,71,569.51,4,Yes,2025-12-18,12,
LEAD004974,2025-12-06,South,Chennai,Isha Reddy,Individual,Paid Social,75,475.70,2,Yes,2025-12-17,11,
LEAD004975,2025-12-06,North,Delhi,Karan Malhotra,Individual,Marketplace,63,200.67,3,No,,,Price Too High
LEAD004976,2025-12-06,South,Bengaluru,Isha Reddy,Corporate,Google Ads,41,549.42,7,Yes,2025-12-18,12,
LEAD004977,2025-12-06,North,Delhi,Karan Malhotra,Individual,Marketplace,58,206.79,3,Yes,2025-12-19,13,
LEAD004978,2025-12-06,West,Pune,Meera Joshi,Individual,Paid Social,61,389.84,4,No,,,Price Too High
LEAD004979,2025-12-06,East,Guwahati,Kavya Roy,Individual,Marketplace,52,176.30,2,Yes,2025-12-13,7,
LEAD004980,2025-12-07,South,Chennai,Isha Reddy,Individual,Paid Social,77,417.17,3,No,,,Budget Delayed
LEAD004981,2025-12-07,North,Delhi,Aarav Sharma,SME,Referral,74,134.91,1,Yes,2025-12-20,13,
LEAD004982,2025-12-07,East,Guwahati,Vikram Sen,SME,Organic Search,82,91.09,4,Yes,2025-12-31,24,
LEAD004983,2025-12-07,East,Kolkata,Kavya Roy,SME,Organic Search,43,94.83,4,Yes,2025-12-27,20,
LEAD004984,2025-12-07,North,Lucknow,Aarav Sharma,Individual,Walk-in,67,51.87,2,Yes,2025-12-11,4,
LEAD004985,2025-12-07,North,Jaipur,Priya Verma,Individual,Marketplace,55,213.49,3,No,,,Budget Delayed
LEAD004986,2025-12-07,East,Kolkata,Neha Das,Individual,Walk-in,80,54.75,4,Yes,2025-12-20,13,
LEAD004987,2025-12-07,South,Hyderabad,Sneha Rao,Individual,Organic Search,75,79.89,3,Yes,2025-12-27,20,
LEAD004988,2025-12-07,North,Lucknow,Aarav Sharma,Individual,Paid Social,44,413.98,2,No,,,Price Too High
LEAD004989,2025-12-07,South,Bengaluru,Isha Reddy,Individual,Marketplace,89,193.63,4,Yes,2025-12-16,9,
LEAD004990,2025-12-08,South,Bengaluru,Sneha Rao,Individual,Organic Search,48,85.03,2,Yes,2025-12-22,14,
LEAD004991,2025-12-08,East,Bhubaneswar,Kavya Roy,Individual,Paid Social,61,407.38,2,No,,,Price Too High
LEAD004992,2025-12-08,South,Bengaluru,Sneha Rao,Individual,Paid Social,57,402.99,5,No,,,Not Ready Yet
LEAD004993,2025-12-08,West,Mumbai,Dev Patel,Individual,Marketplace,57,211.99,3,Yes,2025-12-11,3,
LEAD004994,2025-12-08,North,Delhi,Aarav Sharma,Individual,Paid Social,77,385.30,1,Yes,2025-12-15,7,
LEAD004995,2025-12-08,West,Pune,Dev Patel,Individual,Marketplace,48,171.16,4,Yes,2025-12-10,2,
LEAD004996,2025-12-08,South,Bengaluru,Isha Reddy,Individual,Marketplace,42,185.20,4,Yes,2025-12-12,4,
LEAD004997,2025-12-08,East,Kolkata,Neha Das,Individual,Google Ads,44,686.61,4,No,,,Competitor Chosen
LEAD004998,2025-12-08,East,Bhubaneswar,Neha Das,Individual,Organic Search,38,96.73,3,No,,,Not Ready Yet
LEAD004999,2025-12-08,West,Ahmedabad,Meera Joshi,Individual,Paid Social,87,447.26,3,Yes,2025-12-31,23,
LEAD005000,2025-12-08,East,Guwahati,Kavya Roy,Individual,Marketplace,66,182.22,4,Yes,2025-12-22,14,
LEAD005001,2025-12-08,North,Delhi,Karan Malhotra,Individual,Organic Search,78,77.78,3,Yes,2026-01-02,25,
LEAD005002,2025-12-09,East,Kolkata,Vikram Sen,SME,Marketplace,34,171.12,2,No,,,Not Ready Yet
LEAD005003,2025-12-09,North,Delhi,Karan Malhotra,SME,Corporate Outreach,50,283.85,3,Yes,2025-12-29,20,
LEAD005004,2025-12-09,West,Ahmedabad,Meera Joshi,Corporate,Corporate Outreach,49,281.69,4,No,,,Competitor Chosen
LEAD005005,2025-12-09,West,Ahmedabad,Meera Joshi,SME,Paid Social,38,367.18,3,Yes,2025-12-26,17,
LEAD005006,2025-12-09,South,Chennai,Sneha Rao,Individual,Paid Social,48,429.94,1,Yes,2025-12-30,21,
LEAD005007,2025-12-09,North,Delhi,Priya Verma,Individual,Referral,67,123.42,2,Yes,2025-12-21,12,
LEAD005008,2025-12-10,East,Bhubaneswar,Neha Das,Individual,Referral,53,122.17,3,Yes,2025-12-19,9,
LEAD005009,2025-12-10,North,Jaipur,Karan Malhotra,Individual,Organic Search,60,80.14,2,Yes,2026-01-03,24,
LEAD005010,2025-12-10,South,Chennai,Sneha Rao,Individual,Paid Social,66,389.93,4,Yes,2025-12-28,18,
LEAD005011,2025-12-10,South,Chennai,Isha Reddy,Individual,Paid Social,49,409.01,2,Yes,2025-12-20,10,
LEAD005012,2025-12-10,South,Hyderabad,Isha Reddy,Individual,Paid Social,55,369.80,1,No,,,Not Ready Yet
LEAD005013,2025-12-10,South,Bengaluru,Arjun Nair,Individual,Referral,66,129.59,1,Yes,2025-12-17,7,
LEAD005014,2025-12-10,West,Mumbai,Dev Patel,SME,Referral,54,109.00,3,Yes,2025-12-16,6,
LEAD005015,2025-12-10,West,Pune,Meera Joshi,Corporate,Walk-in,66,48.57,5,Yes,2025-12-20,10,
LEAD005016,2025-12-10,North,Jaipur,Karan Malhotra,Individual,Google Ads,44,560.61,4,No,,,Price Too High
LEAD005017,2025-12-10,West,Pune,Dev Patel,SME,Google Ads,27,534.38,4,No,,,Price Too High
LEAD005018,2025-12-11,South,Chennai,Isha Reddy,Individual,Referral,73,133.03,3,Yes,2025-12-16,5,
LEAD005019,2025-12-11,North,Lucknow,Aarav Sharma,Corporate,Google Ads,54,586.85,1,No,,,Budget Delayed
LEAD005020,2025-12-11,West,Pune,Rohan Mehta,Corporate,Walk-in,45,48.35,2,Yes,2026-01-12,32,
LEAD005021,2025-12-11,East,Bhubaneswar,Kavya Roy,Individual,Organic Search,46,91.57,2,No,,,Price Too High
LEAD005022,2025-12-11,North,Delhi,Aarav Sharma,Individual,Walk-in,70,43.09,4,Yes,2025-12-23,12,
LEAD005023,2025-12-11,East,Kolkata,Neha Das,Individual,Organic Search,67,90.41,2,Yes,2025-12-30,19,
LEAD005024,2025-12-11,North,Lucknow,Aarav Sharma,Individual,Google Ads,72,685.27,3,Yes,2025-12-17,6,
LEAD005025,2025-12-12,West,Ahmedabad,Dev Patel,Individual,Walk-in,67,48.94,4,Yes,2025-12-25,13,
LEAD005026,2025-12-12,West,Mumbai,Dev Patel,Individual,Referral,63,102.77,1,Yes,2025-12-22,10,
LEAD005027,2025-12-12,South,Chennai,Sneha Rao,Individual,Organic Search,65,91.64,4,Yes,2025-12-16,4,
LEAD005028,2025-12-12,West,Pune,Meera Joshi,SME,Google Ads,71,599.82,1,Yes,2026-01-05,24,
LEAD005029,2025-12-12,East,Guwahati,Kavya Roy,Individual,Paid Social,82,386.37,3,No,,,Not Ready Yet
LEAD005030,2025-12-12,North,Delhi,Aarav Sharma,SME,Referral,66,109.30,3,Yes,2025-12-16,4,
LEAD005031,2025-12-12,West,Pune,Rohan Mehta,Corporate,Corporate Outreach,32,262.24,1,No,,,No Response
LEAD005032,2025-12-12,South,Chennai,Sneha Rao,Individual,Organic Search,41,77.70,4,No,,,Not Ready Yet
LEAD005033,2025-12-12,West,Ahmedabad,Meera Joshi,Individual,Organic Search,66,89.66,3,No,,,Competitor Chosen
LEAD005034,2025-12-12,West,Pune,Rohan Mehta,Individual,Organic Search,96,99.55,3,Yes,2025-12-17,5,
LEAD005035,2025-12-12,North,Jaipur,Priya Verma,Individual,Walk-in,53,47.73,6,No,,,Price Too High
LEAD005036,2025-12-13,West,Mumbai,Dev Patel,SME,Paid Social,73,484.03,2,Yes,2026-01-05,23,
LEAD005037,2025-12-13,North,Jaipur,Karan Malhotra,SME,Google Ads,48,580.92,2,No,,,Budget Delayed
LEAD005038,2025-12-13,South,Chennai,Arjun Nair,Individual,Google Ads,44,530.12,6,No,,,Competitor Chosen
LEAD005039,2025-12-13,North,Jaipur,Karan Malhotra,SME,Marketplace,56,172.41,3,No,,,Price Too High
LEAD005040,2025-12-13,East,Bhubaneswar,Vikram Sen,Corporate,Corporate Outreach,80,299.35,3,No,,,No Response
LEAD005041,2025-12-13,North,Lucknow,Karan Malhotra,SME,Corporate Outreach,43,302.73,3,No,,,No Response
LEAD005042,2025-12-13,North,Delhi,Karan Malhotra,SME,Referral,82,104.62,4,Yes,2025-12-14,1,
LEAD005043,2025-12-13,South,Hyderabad,Sneha Rao,SME,Corporate Outreach,92,262.05,1,Yes,2025-12-15,2,
LEAD005044,2025-12-14,West,Pune,Meera Joshi,Individual,Organic Search,73,84.97,4,Yes,2025-12-25,11,
LEAD005045,2025-12-14,North,Jaipur,Priya Verma,Individual,Marketplace,30,215.81,1,Yes,2025-12-24,10,
LEAD005046,2025-12-14,South,Chennai,Arjun Nair,SME,Paid Social,50,393.21,4,Yes,2025-12-28,14,
LEAD005047,2025-12-14,South,Hyderabad,Isha Reddy,SME,Walk-in,58,46.27,4,Yes,2025-12-15,1,
LEAD005048,2025-12-14,West,Pune,Dev Patel,Individual,Walk-in,29,50.92,6,No,,,Price Too High
LEAD005049,2025-12-14,East,Bhubaneswar,Kavya Roy,SME,Organic Search,73,77.13,4,Yes,2025-12-30,16,
LEAD005050,2025-12-15,West,Mumbai,Rohan Mehta,Individual,Paid Social,38,412.19,2,Yes,2025-12-24,9,
LEAD005051,2025-12-15,North,Delhi,Karan Malhotra,Individual,Paid Social,68,409.01,2,No,,,Not Ready Yet
LEAD005052,2025-12-15,West,Ahmedabad,Meera Joshi,Individual,Paid Social,76,481.00,6,No,,,Budget Delayed
LEAD005053,2025-12-15,North,Delhi,Priya Verma,SME,Paid Social,40,372.75,1,No,,,Price Too High
LEAD005054,2025-12-15,South,Bengaluru,Arjun Nair,SME,Organic Search,64,82.23,1,Yes,2025-12-22,7,
LEAD005055,2025-12-15,West,Ahmedabad,Rohan Mehta,Individual,Organic Search,58,98.58,1,Yes,2025-12-18,3,
LEAD005056,2025-12-15,South,Chennai,Arjun Nair,Individual,Paid Social,42,433.74,1,No,,,Price Too High
LEAD005057,2025-12-15,West,Ahmedabad,Dev Patel,Individual,Paid Social,40,475.09,2,No,,,No Response
LEAD005058,2025-12-15,West,Pune,Meera Joshi,Individual,Referral,78,136.88,3,Yes,2025-12-20,5,
LEAD005059,2025-12-15,South,Hyderabad,Arjun Nair,Individual,Referral,74,113.24,4,Yes,2025-12-29,14,
LEAD005060,2025-12-16,North,Lucknow,Aarav Sharma,Individual,Google Ads,69,621.71,3,No,,,Price Too High
LEAD005061,2025-12-16,North,Delhi,Karan Malhotra,Individual,Referral,67,118.44,2,No,,,Competitor Chosen
LEAD005062,2025-12-16,West,Pune,Rohan Mehta,Individual,Organic Search,60,95.70,4,Yes,2026-01-03,18,
LEAD005063,2025-12-16,North,Delhi,Aarav Sharma,Corporate,Walk-in,50,51.98,2,Yes,2026-01-22,37,
LEAD005064,2025-12-16,East,Guwahati,Kavya Roy,Individual,Organic Search,69,90.98,4,No,,,No Response
LEAD005065,2025-12-16,West,Pune,Meera Joshi,Corporate,Corporate Outreach,67,243.70,5,No,,,Competitor Chosen
LEAD005066,2025-12-16,South,Chennai,Isha Reddy,Individual,Referral,41,120.37,6,No,,,No Response
LEAD005067,2025-12-16,West,Pune,Rohan Mehta,Corporate,Referral,52,120.86,5,Yes,2026-01-01,16,
LEAD005068,2025-12-17,South,Hyderabad,Arjun Nair,Individual,Referral,38,116.25,3,Yes,2025-12-18,1,
LEAD005069,2025-12-17,North,Jaipur,Priya Verma,Individual,Organic Search,45,90.57,5,No,,,Price Too High
LEAD005070,2025-12-17,South,Hyderabad,Arjun Nair,SME,Organic Search,58,78.23,1,Yes,2026-01-07,21,
LEAD005071,2025-12-17,North,Jaipur,Aarav Sharma,Individual,Marketplace,68,168.16,5,No,,,Price Too High
LEAD005072,2025-12-17,South,Bengaluru,Arjun Nair,Individual,Google Ads,36,602.10,1,No,,,Budget Delayed
LEAD005073,2025-12-17,South,Hyderabad,Isha Reddy,Individual,Google Ads,53,663.61,2,Yes,2026-01-05,19,
LEAD005074,2025-12-18,South,Hyderabad,Arjun Nair,SME,Organic Search,65,83.18,6,No,,,Price Too High
LEAD005075,2025-12-18,West,Mumbai,Dev Patel,Individual,Google Ads,49,560.66,2,No,,,Price Too High
LEAD005076,2025-12-18,South,Chennai,Sneha Rao,SME,Referral,79,113.69,1,Yes,2026-01-01,14,
LEAD005077,2025-12-18,South,Chennai,Sneha Rao,Corporate,Google Ads,33,648.65,6,Yes,2025-12-29,11,
LEAD005078,2025-12-18,South,Hyderabad,Sneha Rao,SME,Referral,75,133.38,4,Yes,2025-12-30,12,
LEAD005079,2025-12-18,South,Hyderabad,Arjun Nair,Individual,Marketplace,44,196.81,3,Yes,2025-12-23,5,
LEAD005080,2025-12-18,North,Delhi,Aarav Sharma,Individual,Google Ads,76,562.92,4,Yes,2026-01-07,20,
LEAD005081,2025-12-18,South,Bengaluru,Isha Reddy,SME,Organic Search,45,100.40,4,No,,,No Response
LEAD005082,2025-12-18,North,Jaipur,Karan Malhotra,Individual,Organic Search,77,95.13,2,No,,,No Response
LEAD005083,2025-12-18,North,Delhi,Priya Verma,SME,Corporate Outreach,58,303.61,4,No,,,Budget Delayed
LEAD005084,2025-12-18,South,Hyderabad,Isha Reddy,SME,Marketplace,45,180.27,3,Yes,2025-12-27,9,
LEAD005085,2025-12-19,West,Mumbai,Rohan Mehta,Individual,Paid Social,51,463.22,4,Yes,2025-12-22,3,
LEAD005086,2025-12-19,South,Bengaluru,Sneha Rao,Individual,Organic Search,59,83.82,3,No,,,No Response
LEAD005087,2025-12-19,East,Kolkata,Kavya Roy,Individual,Paid Social,50,490.18,1,No,,,Not Ready Yet
LEAD005088,2025-12-19,North,Delhi,Karan Malhotra,Individual,Organic Search,65,94.60,1,No,,,Price Too High
LEAD005089,2025-12-19,North,Delhi,Karan Malhotra,Corporate,Walk-in,62,46.37,3,No,,,Price Too High
LEAD005090,2025-12-19,South,Bengaluru,Arjun Nair,Corporate,Corporate Outreach,67,292.66,5,No,,,Budget Delayed
LEAD005091,2025-12-20,South,Chennai,Sneha Rao,Individual,Google Ads,73,610.19,2,Yes,2025-12-27,7,
LEAD005092,2025-12-20,West,Pune,Dev Patel,Individual,Organic Search,36,82.43,4,No,,,Not Ready Yet
